,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
118,1998,1011.3,1014.9,2559.5,164.0,68.5,33.0,19.8,23.8,16.4,36.0,-1.4,73,15,3.2,14.8,北東,30.4,北東,1833.7,13.6,0,0,--,6.9,2,0,32
119,1999,1011.0,1014.6,2462.0,158.0,38.5,17.5,18.8,23.0,15.2,34.4,-1.0,69,12,3.4,30.8,南,53.1,南南東,1748.7,13.6,1,1,0,6.7,2,4,25
120,2000,1010.8,1014.5,2667.0,195.0,60.0,15.0,18.8,23.1,15.1,36.2,-0.2,68,12,3.4,14.8,南南東,23.6,西北西,1980.9,14.5,0,0,0,6.5,6,2,23
121,2001,1010.8,1014.5,1990.0,135.5,46.0,18.0,18.9,23.2,15.2,36.5,-1.0,68,16,3.3,14.8,北東,26.9,北東,1981.3,14.6,1,1,2,6.4,7,1,30
122,2002,1011.0,1014.7,2082.0,101.5,44.5,19.5,18.8,23.1,15.2,36.7,0.2,68,11,3.4,18.4,南南東,35.5,東,1943.6,14.4,0,0,--,6.6,1,0,29
123,2003,1011.2,1014.8,2035.0,112.5,58.0,21.5,18.9,23.1,15.4,35.1,0.0,68,18,3.4,15.8,南南東,27.2,東北東,1949.4,14.3,5,5,6,6.6,4,0,23
124,2004,1011.3,1015.0,2314.5,163.0,61.0,17.0,19.2,23.7,15.6,36.1,-1.5,66,14,3.6,31.5,南東,52.7,南東,2196.1 ],15.3,4,3,4,6.0,13,0,30
125,2005,1011.3,1015.0,1988.0,136.0,71.0,23.0,18.5,22.8,14.9,35.6,-1.0,67,11 ],3.4,28.2,南南東,48.4,北東,2014.8,14.7,3,2,5,6.5,8,0,36
126,2006,1010.9,1014.6,2280.5,191.5,77.0,23.0,19.2,23.4,15.7,36.4,-0.8,67,11,3.3,24.4,南南東,39.3,南南東,1940.8,14.2,11,11,11,6.5,13,1,33
127,2007,1011.1,1014.8,2420.0,230.5,68.5,19.0,19.3,23.7,15.6,36.6,-1.5,65,13,3.3,18.2,東南東,33.6,東南東,2083.0,14.8,0,0,--,6.0,2,0,27
128,2008,1011.2,1014.9,2345.5,160.5,43.0,19.5,18.7,23.0,15.1,36.5,0.2,67,14,3.2,15.7,北北東,23.8,北東,1973.4,14.4,0,0,--,6.6,1,0,23
129,2009,1010.7,1014.5,1530.0,94.5,35.0,20.5,19.0,23.5,15.3,35.7,0.2,67,12,3.3,12.1,北東,21.1,南西,1958.7,14.7,0,0,--,6.7,4,0,17
130,2010,1011.7,1015.4,2942.0,167.5,54.0,19.0,18.9,23.0,15.5,34.7,-0.2,71,16,3.2,14.7,西南西,23.6 ],西南西,1765.8,13.7,10,7,6,7.2,5,4,36
131,2011,1011.6,1015.3,2063.0,123.0,31.0,17.0,18.4,22.5,14.9,35.5,-1.6,71,10,3.4,16.5,北北東,27.3,北東,1866.8,13.1,32,25,25,6.8,9,0,27
132,2012,1010.7,1014.4,2895.0,193.5,47.0,20.5,18.2,22.5,14.7,35.1,-2.9,73,11,3.4,19.2,南南東,28.8,南南東,1750.5,12.4,0,0,--,7.1,10,1,34
133,2013,1011.3,1015.0,1777.5,138.5,58.5,16.0,18.9,23.5,15.2,37.1,0.3,70,13,3.4,16.5,南東,25.4,南東,2182.9,14.6,0,0,--,6.1,3,0,18
134,2014,1011.2,1015.0,2834.0,176.0,41.0,17.0,18.5,22.7,14.9,35.7,0.5,72,6,3.3,18.3,南南東,31.2,東,1872.3,13.4,--,--,--,6.9,2,0,23
135,2015,1011.4,1015.1,3663.5,160.0,53.5,18.5,18.8,22.9,15.3,36.1,0.6,74,11,3.1,28.6,南南東,45.0,南東,1778.2,12.9,--,--,--,7.0,5,0,38
136,2016,1017.5 ],1021.3 ],604.5 ],87.5 ],21.0 ],8.0 ],10.6 ],15.2 ],6.7 ],28.2 ],-5.3 ],70 ],20 ],3.5 ],12.9 ],西南西,24.9 ],南西,492.2 ],11.4 ],14 ],14 ],14 ],6.9 ],5 ],0 ],4 ]
